"","X","DR.NUMBER","DATE.REPORTED","DATE.OCCURRED","TIME.OCCURRED","AREA.ID","AREA.NAME","REPORTING.DISTRICT","CRIME.CODE","CRIME.CODE.DESCRIPTION","crime.type.record","level.detail","MO.CODES","VICTIM.AGE","VICTIM.SEX","VICTIM.DESCENT","PREMISE.CODE","PREMISE.DESCRIPTION","WEAPON.USED.CODE","WEAPON.DESCRIPTION","STATUS.CODE","STATUS.DESCRIPTION","CRIME.CODE.1","CRIME.CODE.2","CRIME.CODE.3","CRIME.CODE.4","ADDRESS","CROSS.STREET","LOCATION","LATITUDE","LONGITUDE","geometry","index_right","CT10","GEOID10","LABEL","OBJECTID","Shape_STAr","Shape_STLe","X_Center","Y_Center","year","month","day","day_of_week","duration"
"2090",2090,171500541,2017-01-25,2017-01-25,1025,15,"N Hollywood",1506,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 1300 1307 1414 0443 0416 0329 1816 0906 1402",27,"M","H",101,"STREET",312,"PIPE/METAL PIPE","AA","Adult Arrest",230,998,NA,NA,"11100    SHERMAN                      WY","","(34.2012, -118.3725)",34.2012,-118.3725,"POINT (-118.3725 34.2012)",1378,123010,6037123010,1230.1,1380,10933727.95,13636.39423,6448409,1896375,2017,1,25,"Thursday",0
"2091",2091,160221096,2016-11-30,2016-11-29,2300,2,"Rampart",235,480,"BIKE - STOLEN","Theft","","0344 1218",49,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",480,NA,NA,NA,"BEVERLY                      BL","PARK VIEW","(34.0683, -118.2739)",34.0683,-118.2739,"POINT (-118.2739 34.0683)",1300,208501,6037208501,2085.01,1302,2617928.327,6561.569834,6479308,1847797,2016,11,29,"Wednesday",1
"2092",2092,170205505,2017-01-31,2017-01-31,1015,2,"Rampart",236,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 1000 0334 0340 0411",33,"M","W",101,"STREET",206,"SWITCH BLADE","IC","Invest Cont",230,NA,NA,NA,"BEVERLY","ALVARADO","(34.0667, -118.2703)",34.0667,-118.2703,"POINT (-118.2703 34.0667)",1300,208501,6037208501,2085.01,1302,2617928.327,6561.569834,6479308,1847797,2017,1,31,"Wednesday",0
"2093",2093,170210474,2017-05-12,2017-05-11,625,2,"Rampart",236,210,"ROBBERY","Robbery","","0334 0344 1300 1218",50,"M","W",101,"STREET",205,"KITCHEN KNIFE","IC","Invest Cont",210,NA,NA,NA,"BEVERLY","ALVARADO","(34.0667, -118.2703)",34.0667,-118.2703,"POINT (-118.2703 34.0667)",1300,208501,6037208501,2085.01,1302,2617928.327,6561.569834,6479308,1847797,2017,5,11,"Friday",1
"2094",2094,170211965,2017-06-08,2017-06-08,2045,2,"Rampart",235,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 0345 0359 1218",50,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"ALVARADO","BEVERLY                      BL","(34.0693, -118.2687)",34.0693,-118.2687,"POINT (-118.2687 34.0693)",1300,208501,6037208501,2085.01,1302,2617928.327,6561.569834,6479308,1847797,2017,6,8,"Friday",0
"2095",2095,170214120,2017-07-20,2017-07-20,640,2,"Rampart",235,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0411",40,"M","H",101,"STREET",201,"KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC","Invest Cont",230,NA,NA,NA,"2100    BEVERLY                      BL","","(34.0667, -118.2703)",34.0667,-118.2703,"POINT (-118.2703 34.0667)",1300,208501,6037208501,2085.01,1302,2617928.327,6561.569834,6479308,1847797,2017,7,20,"Friday",0
"2096",2096,161720352,2016-11-29,2016-11-29,2000,17,"Devonshire",1729,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","2004 1218 1820 0344",42,"F","W",108,"PARKING LOT",NA,"","IC","Invest Cont",440,NA,NA,NA,"11100    BALBOA                       BL","","(34.2757, -118.5144)",34.2757,-118.5144,"POINT (-118.5144 34.2757)",461,111201,6037111201,1112.01,462,20587432.42,25205.24588,6407548,1922790,2016,11,29,"Wednesday",0
"2097",2097,161429523,2016-12-13,2016-11-30,2000,14,"Pacific",1469,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","0416 1218 2004",32,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"LA TIJERA","THORNBURN","(33.973, -118.3766)",33.973,-118.3766,"POINT (-118.3766 33.973)",1217,276100,6037276100,2761,1219,10569763.82,25708.11884,6448571,1813833,2016,11,30,"Thursday",13
"2098",2098,160326375,2016-12-01,2016-12-01,1330,3,"Southwest",377,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","1414 2000 1218 1813 0416 0446 0408 0421",35,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"1200 W  39TH                         ST","","(34.0155, -118.2975)",34.0155,-118.2975,"POINT (-118.2975 34.0155)",817,231210,6037231210,2312.1,819,3451788.948,7922.644707,6471350,1827803,2016,12,1,"Friday",0
"2099",2099,170305713,2017-01-26,2016-12-01,1,3,"Southwest",332,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","Theft","","1218 0344",55,"M","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",341,NA,NA,NA,"2600    WEST                         BL","","(34.0326, -118.3416)",34.0326,-118.3416,"POINT (-118.3416 34.0326)",1164,218702,6037218702,2187.02,1166,3871444.641,10285.10167,6460539,1834708,2016,12,1,"Friday",56
"2100",2100,170305903,2017-01-30,2017-01-30,1700,3,"Southwest",334,210,"ROBBERY","Robbery","","0342 1218 1019 0416 0345 0448 1822",55,"M","H",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"CRENSHAW                     BL","ADAMS                        BL","(34.0326, -118.335)",34.0326,-118.335,"POINT (-118.335 34.0326)",1164,218702,6037218702,2187.02,1166,3871444.641,10285.10167,6460539,1834708,2017,1,30,"Tuesday",0
"2101",2101,170308320,2017-03-06,2017-03-06,2140,3,"Southwest",307,624,"BATTERY - SIMPLE ASSAULT","Battery","","0913 0416 0429 2004 1218",55,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"SANTA MONICA                 FY","CRENSHAW                     BL","(34.0338, -118.337)",34.0338,-118.337,"POINT (-118.337 34.0338)",1164,218702,6037218702,2187.02,1166,3871444.641,10285.10167,6460539,1834708,2017,3,6,"Tuesday",0
"2102",2102,160326433,2016-12-02,2016-12-02,730,3,"Southwest",314,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","1414 1218 0444 1309 1310 1311 1276 0408 2000 1814",25,"F","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"3700 W  27TH                         ST","","(34.0312, -118.3251)",34.0312,-118.3251,"POINT (-118.3251 34.0312)",696,218900,6037218900,2189,698,7571353.925,11505.71982,6463798,1834437,2016,12,2,"Saturday",0
"2103",2103,160326733,2016-12-07,2016-12-03,1000,3,"Southwest",314,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","Theft","","1202 0344 1218",69,"M","W",514,"GROUP HOME",NA,"","IC","Invest Cont",341,NA,NA,NA,"3900 W  28TH                         ST","","(34.0307, -118.328)",34.0307,-118.328,"POINT (-118.328 34.0307)",696,218900,6037218900,2189,698,7571353.925,11505.71982,6463798,1834437,2016,12,3,"Sunday",4
"2104",2104,160921367,2016-12-06,2016-12-02,1500,9,"Van Nuys",979,354,"THEFT OF IDENTITY","Identity Theft","","1218 1822 0935 0922",54,"F","W",101,"STREET",NA,"","IC","Invest Cont",354,NA,NA,NA,"1900    TRANSIENT","","(34.1536, -118.4181)",34.1536,-118.4181,"POINT (-118.4181 34.1536)",1590,143400,6037143400,1434,1592,18914823.49,21025.43923,6437906,1878560,2016,12,2,"Saturday",4
"2105",2105,171504758,2017-01-12,2017-01-12,110,15,"N Hollywood",1545,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 2004 1218",58,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"4800    LAUREL CANYON                BL","","(34.1576, -118.3965)",34.1576,-118.3965,"POINT (-118.3965 34.1576)",1590,143400,6037143400,1434,1592,18914823.49,21025.43923,6437906,1878560,2017,1,12,"Friday",0
"2106",2106,171506080,2017-02-05,2017-02-05,1840,15,"N Hollywood",1562,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","Threats","No weapon","0421 0410 2004 1218",54,"F","W",108,"PARKING LOT",511,"VERBAL THREAT","AO","Adult Other",930,NA,NA,NA,"12600    RYE                          ST","","(34.1514, -118.4073)",34.1514,-118.4073,"POINT (-118.4073 34.1514)",1590,143400,6037143400,1434,1592,18914823.49,21025.43923,6437906,1878560,2017,2,5,"Monday",0
"2107",2107,162120144,2016-12-02,2016-12-02,1300,21,"Topanga",2157,350,"THEFT, PERSON","Theft","","0344 0345 1218",34,"F","B",103,"ALLEY",NA,"","IC","Invest Cont",350,NA,NA,NA,"20600    VANOWEN                      ST","","(34.1938, -118.5823)",34.1938,-118.5823,"POINT (-118.5823 34.1938)",453,134904,6037134904,1349.04,454,11191187.25,15680.84054,6386109,1892443,2016,12,2,"Saturday",0
"2108",2108,172115472,2017-08-18,2017-08-16,5,21,"Topanga",2157,354,"THEFT OF IDENTITY","Identity Theft","","1822 0930 1218",19,"M","W",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",354,NA,NA,NA,"6700    DE SOTO                      AV","","(34.1921, -118.5884)",34.1921,-118.5884,"POINT (-118.5884 34.1921)",453,134904,6037134904,1349.04,454,11191187.25,15680.84054,6386109,1892443,2017,8,16,"Thursday",2
"2109",2109,160221317,2016-12-04,2016-12-03,1840,2,"Rampart",256,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0416 0913",42,"M","H",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other",230,NA,NA,NA,"6TH                          ST","BURLINGTON","(34.0579, -118.2711)",34.0579,-118.2711,"POINT (-118.2711 34.0579)",938,208904,6037208904,2089.04,940,1206663.496,4564.63611,6479859,1844170,2016,12,3,"Sunday",1
"2110",2110,170205676,2017-02-04,2017-02-03,1605,2,"Rampart",256,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1814 0416 0419 1218",18,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"6TH                          ST","UNION","(34.0579, -118.2711)",34.0579,-118.2711,"POINT (-118.2711 34.0579)",938,208904,6037208904,2089.04,940,1206663.496,4564.63611,6479859,1844170,2017,2,3,"Saturday",1
"2111",2111,170214307,2017-07-24,2017-07-23,1910,2,"Rampart",256,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 1202 0416 1206 2004",61,"M","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",230,NA,NA,NA,"W  6TH                          ST","S  BURLINGTON                   AV","(34.0579, -118.2711)",34.0579,-118.2711,"POINT (-118.2711 34.0579)",938,208904,6037208904,2089.04,940,1206663.496,4564.63611,6479859,1844170,2017,7,23,"Monday",1
"2112",2112,161522597,2016-12-03,2016-12-03,535,15,"N Hollywood",1555,625,"OTHER ASSAULT","Assault","Other","0416 1218",54,"F","O",101,"STREET",308,"STICK","IC","Invest Cont",625,NA,NA,NA,"LANKERSHIM","MAGNOLIA","(34.1649, -118.3746)",34.1649,-118.3746,"POINT (-118.3746 34.1649)",1309,125401,6037125401,1254.01,1311,4281459.266,10111.98437,6448435,1881769,2016,12,3,"Sunday",0
"2113",2113,171512435,2017-05-25,2017-05-25,740,15,"N Hollywood",1555,624,"BATTERY - SIMPLE ASSAULT","Battery","","2004 1218 0400",54,"F","H",108,"PARKING LOT",512,"MACE/PEPPER SPRAY","AO","Adult Other",624,NA,NA,NA,"MAGNOLIA                     BL","VINELAND                     AV","(34.1649, -118.3704)",34.1649,-118.3704,"POINT (-118.3704 34.1649)",1309,125401,6037125401,1254.01,1311,4281459.266,10111.98437,6448435,1881769,2017,5,25,"Friday",0
"2114",2114,171516641,2017-08-08,2017-08-03,2100,15,"N Hollywood",1555,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0400",26,"M","B",146,"PATIO*",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"11100    MAGNOLIA                     BL","","(34.1649, -118.3724)",34.1649,-118.3724,"POINT (-118.3724 34.1649)",1309,125401,6037125401,1254.01,1311,4281459.266,10111.98437,6448435,1881769,2017,8,3,"Friday",5
"2115",2115,161720533,2016-12-03,2016-12-03,1645,17,"Devonshire",1749,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2004 1402 0447 1218",33,"F","W",102,"SIDEWALK",308,"STICK","IC","Invest Cont",230,998,NA,NA,"CHATSWORTH                   ST","CHATSWORTH","(34.2646, -118.4761)",34.2646,-118.4761,"POINT (-118.4761 34.2646)",571,109700,6037109700,1097,572,17079323.45,17939.90391,6416365,1918053,2016,12,3,"Sunday",0
"2116",2116,171704106,2016-12-31,2016-12-31,2110,17,"Devonshire",1749,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0450 1218 1300 0906",32,"M","W",102,"SIDEWALK",104,"SHOTGUN","IC","Invest Cont",230,NA,NA,NA,"CHATSWORTH                   AV","SWINTON                      ST","(34.2647, -118.4859)",34.2647,-118.4859,"POINT (-118.4859 34.2647)",571,109700,6037109700,1097,572,17079323.45,17939.90391,6416365,1918053,2016,12,31,"Sunday",0
"2117",2117,171705515,2017-01-31,2017-01-31,1730,17,"Devonshire",1759,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 1223 1309 1501",38,"M","W",101,"STREET",307,"VEHICLE","AO","Adult Other",230,NA,NA,NA,"DEVONSHIRE                   ST","AQUEDUCT                     AV","(34.2574, -118.4739)",34.2574,-118.4739,"POINT (-118.4739 34.2574)",571,109700,6037109700,1097,572,17079323.45,17939.90391,6416365,1918053,2017,1,31,"Wednesday",0
"2118",2118,160819473,2016-12-04,2016-12-04,100,8,"West LA",892,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1814 0416 2004 1218",46,"F","H",120,"STORAGE SHED",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"2500    SAWTELLE                     BL","","(34.0328, -118.4366)",34.0328,-118.4366,"POINT (-118.4366 34.0328)",394,271200,6037271200,2712,395,5644951.416,13692.63893,6427745,1834101,2016,12,4,"Monday",0
"2119",2119,160819474,2016-12-04,2016-12-04,100,8,"West LA",892,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","Threats","No weapon","2000 1814 0416 0421 1218 2004",46,"F","H",120,"STORAGE SHED",511,"VERBAL THREAT","AO","Adult Other",930,NA,NA,NA,"2500    SAWTELLE                     BL","","(34.0328, -118.4366)",34.0328,-118.4366,"POINT (-118.4366 34.0328)",394,271200,6037271200,2712,395,5644951.416,13692.63893,6427745,1834101,2016,12,4,"Monday",0
"2120",2120,161522661,2016-12-05,2016-12-05,1630,15,"N Hollywood",1586,761,"BRANDISH WEAPON","Threats","Weapon shown","1218 2004 0400 0334 0913 0312",55,"M","B",109,"PARK/PLAYGROUND",102,"HAND GUN","IC","Invest Cont",761,NA,NA,NA,"10600    VALLEYHEART                  DR","","(34.1419, -118.3609)",34.1419,-118.3609,"POINT (-118.3609 34.1419)",1653,320000,6037320000,3200,1655,13388717.83,17287.68,6455260,1873104,2016,12,5,"Tuesday",0
"2121",2121,160601567,2016-12-06,2016-12-06,725,6,"Hollywood",636,210,"ROBBERY","Robbery","","1218 0370 0416 0408 2004 0344",33,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",210,NA,NA,NA,"HOLLYWOOD                    BL","WHITLEY","(34.1016, -118.3333)",34.1016,-118.3333,"POINT (-118.3333 34.1016)",1304,190201,6037190201,1902.01,1306,2441809.718,6951.989725,6461853,1860160,2016,12,6,"Wednesday",0
"2122",2122,160624879,2016-12-09,2016-12-06,2350,6,"Hollywood",646,210,"ROBBERY","Robbery","","0400 0344 0416 0429 1218 0417",54,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"6600    HOLLYWOOD                    BL","","(34.1016, -118.3333)",34.1016,-118.3333,"POINT (-118.3333 34.1016)",1304,190201,6037190201,1902.01,1306,2441809.718,6951.989725,6461853,1860160,2016,12,6,"Wednesday",3
"2123",2123,170600558,2017-01-25,2017-01-25,1700,6,"Hollywood",636,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","Threats","No weapon","1402 1218 2004 0334 0421",52,"M","B",101,"STREET",106,"UNKNOWN FIREARM","AO","Adult Other",930,998,NA,NA,"1700    WHITLEY                      AV","","(34.1016, -118.3333)",34.1016,-118.3333,"POINT (-118.3333 34.1016)",1304,190201,6037190201,1902.01,1306,2441809.718,6951.989725,6461853,1860160,2017,1,25,"Thursday",0
"2124",2124,170606992,2017-02-23,2017-02-22,1045,6,"Hollywood",636,210,"ROBBERY","Robbery","","0400 0416 0344 1218",38,"M","B",710,"OTHER PREMISE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"6600    YUCCA                        ST","","(34.1032, -118.3333)",34.1032,-118.3333,"POINT (-118.3333 34.1032)",1304,190201,6037190201,1902.01,1306,2441809.718,6951.989725,6461853,1860160,2017,2,22,"Thursday",1
"2125",2125,170615986,2017-07-20,2017-07-20,2200,6,"Hollywood",636,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 0305 1218",31,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"HOLLYWOOD","WILCOX","(34.1016, -118.331)",34.1016,-118.331,"POINT (-118.331 34.1016)",1304,190201,6037190201,1902.01,1306,2441809.718,6951.989725,6461853,1860160,2017,7,20,"Friday",0
"2126",2126,161522840,2016-12-08,2016-12-08,2025,15,"N Hollywood",1509,625,"OTHER ASSAULT","Assault","Other","1218 0400",45,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",625,NA,NA,NA,"SHERMAN                      PL","WYANDOTTE","(34.2026, -118.3635)",34.2026,-118.3635,"POINT (-118.3635 34.2026)",1380,123020,6037123020,1230.2,1382,6088170.724,9872.994865,6450854,1897092,2016,12,8,"Friday",0
"2127",2127,171507874,2017-03-07,2017-03-07,900,15,"N Hollywood",1509,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218 0344",23,"M","W",717,"HEALTH SPA/GYM",NA,"","IC","Invest Cont",440,NA,NA,NA,"10900    SHERMAN                      WY","","(34.2012, -118.3681)",34.2012,-118.3681,"POINT (-118.3681 34.2012)",1380,123020,6037123020,1230.2,1382,6088170.724,9872.994865,6450854,1897092,2017,3,7,"Wednesday",0
"2128",2128,171514235,2017-06-27,2017-06-27,1200,15,"N Hollywood",1509,624,"BATTERY - SIMPLE ASSAULT","Battery","","0417 1218",54,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"SHERMAN                      WY","CARTWRIGHT                   AV","(34.2012, -118.3633)",34.2012,-118.3633,"POINT (-118.3633 34.2012)",1380,123020,6037123020,1230.2,1382,6088170.724,9872.994865,6450854,1897092,2017,6,27,"Wednesday",0
"2129",2129,160921586,2016-12-10,2016-12-09,1,9,"Van Nuys",952,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","2000 0416 1813 0408 1218 2004 0906",28,"F","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",236,NA,NA,NA,"SEPULVEDA                    BL","WEDDINGTON                   ST","(34.1673, -118.4659)",34.1673,-118.4659,"POINT (-118.4659 34.1673)",307,128801,6037128801,1288.01,308,5296839.156,9461.717417,6420961,1883933,2016,12,9,"Saturday",1
"2130",2130,170907378,2017-03-08,2017-03-08,1515,9,"Van Nuys",941,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1822 1414 1100 0430 1218",52,"M","B",124,"BUS STOP",102,"HAND GUN","IC","Invest Cont",230,NA,NA,NA,"5600    SEPULVEDA                    BL","","(34.1721, -118.4662)",34.1721,-118.4662,"POINT (-118.4662 34.1721)",307,128801,6037128801,1288.01,308,5296839.156,9461.717417,6420961,1883933,2017,3,8,"Thursday",0
"2131",2131,160819749,2016-12-11,2016-12-11,230,8,"West LA",842,210,"ROBBERY","Robbery","","1218 2004 0421 0433 0344 0432",36,"F","H",101,"STREET",113,"SIMULATED GUN","AA","Adult Arrest",210,NA,NA,NA,"TEXAS","FEDERAL","(34.0477, -118.4581)",34.0477,-118.4581,"POINT (-118.4581 34.0477)",489,267403,6037267403,2674.03,490,2642603.453,7831.861184,6423357,1839999,2016,12,11,"Monday",0
"2132",2132,170813964,2017-08-09,2017-08-09,615,8,"West LA",853,624,"BATTERY - SIMPLE ASSAULT","Battery","","0447 2004 1218 0400 0416",30,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"COLBY                        AV","OHIO                         AV","(34.0461, -118.4539)",34.0461,-118.4539,"POINT (-118.4539 34.0461)",489,267403,6037267403,2674.03,490,2642603.453,7831.861184,6423357,1839999,2017,8,9,"Thursday",0
"2133",2133,170814381,2017-08-18,2017-08-18,1930,8,"West LA",842,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 2004 0446 1218",56,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"FEDERAL","WILSHIRE","(34.0483, -118.4571)",34.0483,-118.4571,"POINT (-118.4571 34.0483)",489,267403,6037267403,2674.03,490,2642603.453,7831.861184,6423357,1839999,2017,8,18,"Saturday",0
"2134",2134,160519962,2016-12-12,2016-12-12,1300,5,"Harbor",511,210,"ROBBERY","Robbery","","0202 0344 0371 0416 0429 1218",19,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",210,NA,NA,NA,"253RD","FRAMPTON","(33.7948, -118.2999)",33.7948,-118.2999,"POINT (-118.2999 33.7948)",28,294421,6037294421,2944.21,29,7154658.987,16439.86759,6471248,1746228,2016,12,12,"Tuesday",0
"2135",2135,170504116,2017-01-03,2017-01-01,600,5,"Harbor",513,121,"RAPE, FORCIBLE","Rape","Forcible","1218 0527 1822 0429 0522 0416",40,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"PACIFIC COAST                HY","NORMANDIE","(33.7899, -118.2975)",33.7899,-118.2975,"POINT (-118.2975 33.7899)",28,294421,6037294421,2944.21,29,7154658.987,16439.86759,6471248,1746228,2017,1,1,"Monday",2
"2136",2136,170505403,2017-02-01,2017-02-01,1415,5,"Harbor",513,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0913 0344 1218 2004",58,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,480,NA,NA,"NORMANDIE","257TH","(33.7909, -118.2975)",33.7909,-118.2975,"POINT (-118.2975 33.7909)",28,294421,6037294421,2944.21,29,7154658.987,16439.86759,6471248,1746228,2017,2,1,"Thursday",0
"2137",2137,170505454,2017-02-02,2017-02-02,300,5,"Harbor",513,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0913 0416 1218",58,"M","W",710,"OTHER PREMISE",312,"PIPE/METAL PIPE","IC","Invest Cont",230,NA,NA,NA,"PACIFIC COAST","NORMANDIE","(33.7899, -118.2975)",33.7899,-118.2975,"POINT (-118.2975 33.7899)",28,294421,6037294421,2944.21,29,7154658.987,16439.86759,6471248,1746228,2017,2,2,"Friday",0
"2138",2138,170515108,2017-08-26,2017-08-26,1515,5,"Harbor",513,210,"ROBBERY","Robbery","","0344 0417 0432 1218 0202 2034 0377",58,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"PACIFIC COAST                HY","NORMANDIE                    AV","(33.7899, -118.2975)",33.7899,-118.2975,"POINT (-118.2975 33.7899)",28,294421,6037294421,2944.21,29,7154658.987,16439.86759,6471248,1746228,2017,8,26,"Sunday",0
"2139",2139,161019641,2016-12-13,2016-12-13,1100,10,"West Valley",1078,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2004 1218 0305 0400 0446 0416 1817",49,"M","B",158,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"BURBANK                      BL","WOODLEY                      AV","(34.1613, -118.4917)",34.1613,-118.4917,"POINT (-118.4917 34.1613)",577,139701,6037139701,1397.01,578,36587919.31,32948.76625,6411696,1880013,2016,12,13,"Wednesday",0
"2140",2140,161923453,2016-12-15,2016-12-13,1645,19,"Mission",1918,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0903 0416 0421 0445 0334 2004 1218 1222",38,"M","W",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"13700    FOOTHILL                     BL","","(34.3086, -118.4317)",34.3086,-118.4317,"POINT (-118.4317 34.3086)",1366,106114,6037106114,1061.14,1368,10919272.73,17201.08835,6432714,1932824,2016,12,13,"Wednesday",2
"2141",2141,171907384,2017-03-05,2017-03-02,2030,19,"Mission",1918,820,"ORAL COPULATION","Sexual Assault/Lewd","","0342 0536 0537 0549 0507 2004 1218 1817",56,"F","B",108,"PARKING LOT",207,"OTHER KNIFE","IC","Invest Cont",820,NA,NA,NA,"HUBBARD","FOOTHILL","(34.3082, -118.4295)",34.3082,-118.4295,"POINT (-118.4295 34.3082)",1366,106114,6037106114,1061.14,1368,10919272.73,17201.08835,6432714,1932824,2017,3,2,"Friday",3
